DELETE FROM `npc_trainer` WHERE (`entry`=11868);
INSERT INTO `npc_trainer` (entry, spell, spellcost, reqskill, reqskillvalue, reqlevel) VALUES 
(11868, 9846, 0, 0, 0, 60), 
(11868, 9849, 0, 0, 0, 48), 
(11868, 9850, 0, 0, 0, 58), 
(11868, 9852, 0, 0, 0, 48), 
(11868, 9853, 0, 0, 0, 58), 
(11868, 9856, 0, 0, 0, 48), 
(11868, 9857, 0, 0, 0, 54), 
(11868, 9858, 0, 0, 0, 60), 
(11868, 9862, 0, 0, 0, 50), 
(11868, 9863, 0, 0, 0, 60), 
(11868, 9866, 0, 0, 0, 50), 
(11868, 9867, 0, 0, 0, 58), 
(11868, 9875, 0, 0, 0, 50), 
(11868, 9876, 0, 0, 0, 58), 
(11868, 9880, 0, 0, 0, 50), 
(11868, 9881, 0, 0, 0, 58), 
(11868, 9884, 0, 0, 0, 50), 
(11868, 9885, 0, 0, 0, 60), 
(11868, 9888, 0, 0, 0, 50), 
(11868, 9889, 0, 0, 0, 56), 
(11868, 9892, 0, 0, 0, 52), 
(11868, 9894, 0, 0, 0, 52), 
(11868, 9896, 0, 0, 0, 60), 
(11868, 9898, 0, 0, 0, 52), 
(11868, 9901, 0, 0, 0, 54), 
(11868, 9904, 0, 0, 0, 54), 
(11868, 9908, 0, 0, 0, 54), 
(11868, 9910, 0, 0, 0, 54), 
(11868, 9912, 0, 0, 0, 54), 
(11868, 9913, 0, 0, 0, 60), 
(11868, 16689, 0, 0, 0, 10), 
(11868, 16810, 0, 0, 0, 18), 
(11868, 16811, 0, 0, 0, 28), 
(11868, 16812, 0, 0, 0, 38), 
(11868, 16813, 0, 0, 0, 48), 
(11868, 16857, 0, 0, 0, 18), 
(11868, 16914, 0, 0, 0, 40), 
(11868, 17329, 0, 0, 0, 58), 
(11868, 17401, 0, 0, 0, 50), 
(11868, 17402, 0, 0, 0, 60), 
(11868, 18657, 0, 0, 0, 38), 
(11868, 18658, 0, 0, 0, 58), 
(11868, 20484, 0, 0, 0, 20), 
(11868, 20719, 0, 0, 0, 40), 
(11868, 20739, 0, 0, 0, 30), 
(11868, 20742, 0, 0, 0, 40), 
(11868, 20747, 0, 0, 0, 50), 
(11868, 20748, 0, 0, 0, 60), 
(11868, 21849, 0, 0, 0, 50), 
(11868, 21850, 0, 0, 0, 60), 
(11868, 22568, 0, 0, 0, 32), 
(11868, 22570, 0, 0, 0, 62), 
(11868, 22812, 0, 0, 0, 44), 
(11868, 22827, 0, 0, 0, 40), 
(11868, 22828, 0, 0, 0, 48), 
(11868, 22829, 0, 0, 0, 56), 
(11868, 22842, 0, 0, 0, 36), 
(11868, 24248, 0, 0, 0, 63), 
(11868, 24974, 0, 0, 0, 30), 
(11868, 24975, 0, 0, 0, 40), 
(11868, 24976, 0, 0, 0, 50), 
(11868, 24977, 0, 0, 0, 60), 
(11868, 25297, 0, 0, 0, 60), 
(11868, 25298, 0, 0, 0, 60), 
(11868, 25299, 0, 0, 0, 60), 
(11868, 26978, 0, 0, 0, 62), 
(11868, 26979, 0, 0, 0, 69), 
(11868, 26980, 0, 0, 0, 65), 
(11868, 26981, 0, 0, 0, 63), 
(11868, 26982, 0, 0, 0, 69), 
(11868, 26983, 0, 0, 0, 70), 
(11868, 26984, 0, 0, 0, 61), 
(11868, 26985, 0, 0, 0, 69), 
(11868, 26986, 0, 0, 0, 67), 
(11868, 26987, 0, 0, 0, 63), 
(11868, 26988, 0, 0, 0, 70), 
(11868, 26989, 0, 0, 0, 68), 
(11868, 26990, 0, 0, 0, 70), 
(11868, 26991, 0, 0, 0, 70), 
(11868, 26992, 0, 0, 0, 64), 
(11868, 26994, 0, 0, 0, 69), 
(11868, 26995, 0, 0, 0, 70), 
(11868, 26996, 0, 0, 0, 67), 
(11868, 26997, 0, 0, 0, 64), 
(11868, 26998, 0, 0, 0, 62), 
(11868, 27000, 0, 0, 0, 67), 
(11868, 27001, 0, 0, 0, 61), 
(11868, 27002, 0, 0, 0, 70), 
(11868, 27003, 0, 0, 0, 64), 
(11868, 27004, 0, 0, 0, 69), 
(11868, 27005, 0, 0, 0, 66), 
(11868, 27006, 0, 0, 0, 66), 
(11868, 27008, 0, 0, 0, 67), 
(11868, 27009, 0, 0, 0, 68), 
(11868, 27012, 0, 0, 0, 70), 
(11868, 27013, 0, 0, 0, 70), 
(11868, 29166, 0, 0, 0, 40), 
(11868, 31018, 0, 0, 0, 60), 
(11868, 31709, 0, 0, 0, 60), 
(11868, 33357, 0, 0, 0, 65), 
(11868, 33745, 0, 0, 0, 66), 
(11868, 33763, 0, 0, 0, 64), 
(11868, 33786, 0, 0, 0, 70), 
(11868, 33943, 0, 762, 150, 68), 
(11868, 33950, 0, 762, 150, 60), 
(11868, 33982, 0, 0, 0, 58), 
(11868, 33983, 0, 0, 0, 68), 
(11868, 33986, 0, 0, 0, 58), 
(11868, 33987, 0, 0, 0, 68), 
(11868, 48377, 0, 0, 0, 74), 
(11868, 48378, 0, 0, 0, 79), 
(11868, 48440, 0, 0, 0, 75), 
(11868, 48441, 0, 0, 0, 80), 
(11868, 48442, 0, 0, 0, 71), 
(11868, 48443, 0, 0, 0, 77), 
(11868, 48446, 0, 0, 0, 75), 
(11868, 48447, 0, 0, 0, 80), 
(11868, 48450, 0, 0, 0, 72), 
(11868, 48451, 0, 0, 0, 80), 
(11868, 48459, 0, 0, 0, 74), 
(11868, 48461, 0, 0, 0, 79), 
(11868, 48462, 0, 0, 0, 75), 
(11868, 48463, 0, 0, 0, 80), 
(11868, 48464, 0, 0, 0, 72), 
(11868, 48465, 0, 0, 0, 78), 
(11868, 48467, 0, 0, 0, 80), 
(11868, 48468, 0, 0, 0, 80), 
(11868, 48469, 0, 0, 0, 80), 
(11868, 48470, 0, 0, 0, 80), 
(11868, 48477, 0, 0, 0, 79), 
(11868, 48479, 0, 0, 0, 73), 
(11868, 48480, 0, 0, 0, 79), 
(11868, 48559, 0, 0, 0, 71), 
(11868, 48560, 0, 0, 0, 77), 
(11868, 48561, 0, 0, 0, 72), 
(11868, 48562, 0, 0, 0, 77), 
(11868, 48563, 0, 0, 0, 75), 
(11868, 48564, 0, 0, 0, 80), 
(11868, 48565, 0, 0, 0, 75), 
(11868, 48566, 0, 0, 0, 80), 
(11868, 48567, 0, 0, 0, 73), 
(11868, 48568, 0, 0, 0, 80), 
(11868, 48569, 0, 0, 0, 73), 
(11868, 48570, 0, 0, 0, 79), 
(11868, 48571, 0, 0, 0, 75), 
(11868, 48572, 0, 0, 0, 80), 
(11868, 48573, 0, 0, 0, 72), 
(11868, 48574, 0, 0, 0, 78), 
(11868, 48575, 0, 0, 0, 76), 
(11868, 48576, 0, 0, 0, 72), 
(11868, 48577, 0, 0, 0, 78), 
(11868, 48578, 0, 0, 0, 73), 
(11868, 48579, 0, 0, 0, 79), 
(11868, 49799, 0, 0, 0, 71), 
(11868, 49800, 0, 0, 0, 80), 
(11868, 49802, 0, 0, 0, 74), 
(11868, 49803, 0, 0, 0, 77), 
(11868, 50212, 0, 0, 0, 71), 
(11868, 50213, 0, 0, 0, 79), 
(11868, 50464, 0, 0, 0, 80), 
(11868, 50763, 0, 0, 0, 80), 
(11868, 50764, 0, 0, 0, 69), 
(11868, 50765, 0, 0, 0, 60), 
(11868, 50766, 0, 0, 0, 48), 
(11868, 50767, 0, 0, 0, 36), 
(11868, 50768, 0, 0, 0, 24), 
(11868, 50769, 0, 0, 0, 12), 
(11868, 52610, 0, 0, 0, 75), 
(11868, 53199, 0, 0, 0, 70), 
(11868, 53200, 0, 0, 0, 75), 
(11868, 53201, 0, 0, 0, 80), 
(11868, 53223, 0, 0, 0, 60), 
(11868, 53225, 0, 0, 0, 70), 
(11868, 53226, 0, 0, 0, 75), 
(11868, 53248, 0, 0, 0, 70), 
(11868, 53249, 0, 0, 0, 75), 
(11868, 53251, 0, 0, 0, 80), 
(11868, 53307, 0, 0, 0, 74), 
(11868, 53308, 0, 0, 0, 78), 
(11868, 53312, 0, 0, 0, 78), 
(11868, 61384, 0, 0, 0, 80), 
(11868, 62078, 0, 0, 0, 71), 
(11868, 62600, 0, 0, 0, 40), 
(11868, 1066, 0, 0, 0, 16), 
(11868, 8946, 0, 0, 0, 14), 
(11868, 40120, 0, 0, 0, 71), 
(11868, 5487, 0, 0, 0, 10), 
(11868, 6795, 0, 0, 0, 10), 
(11868, 6807, 0, 0, 0, 10), 
(11868, 136, 0, 0, 0, 12), 
(11868, 674, 0, 0, 0, 20), 
(11868, 781, 0, 0, 0, 20), 
(11868, 1002, 0, 0, 0, 14), 
(11868, 1130, 0, 0, 0, 6), 
(11868, 1462, 0, 0, 0, 24), 
(11868, 1494, 0, 0, 0, 0), 
(11868, 1495, 0, 0, 0, 16), 
(11868, 1499, 0, 0, 0, 20), 
(11868, 1510, 0, 0, 0, 40), 
(11868, 1513, 0, 0, 0, 14), 
(11868, 1543, 0, 0, 0, 32), 
(11868, 1978, 0, 0, 0, 4), 
(11868, 2643, 0, 0, 0, 18), 
(11868, 2974, 0, 0, 0, 12), 
(11868, 3034, 0, 0, 0, 36), 
(11868, 3043, 0, 0, 0, 22), 
(11868, 3044, 0, 0, 0, 6), 
(11868, 3045, 0, 0, 0, 26), 
(11868, 3111, 0, 0, 0, 20), 
(11868, 3127, 0, 0, 0, 8), 
(11868, 3661, 0, 0, 0, 28), 
(11868, 3662, 0, 0, 0, 36), 
(11868, 5116, 0, 0, 0, 8), 
(11868, 5118, 0, 0, 0, 16), 
(11868, 5384, 0, 0, 0, 30), 
(11868, 6197, 0, 0, 0, 14), 
(11868, 13159, 0, 0, 0, 40), 
(11868, 13161, 0, 0, 0, 30), 
(11868, 13163, 0, 0, 0, 4), 
(11868, 13165, 0, 0, 0, 10), 
(11868, 13542, 0, 0, 0, 44), 
(11868, 13543, 0, 0, 0, 52), 
(11868, 13544, 0, 0, 0, 60), 
(11868, 13549, 0, 0, 0, 10), 
(11868, 13550, 0, 0, 0, 18), 
(11868, 13551, 0, 0, 0, 26), 
(11868, 13552, 0, 0, 0, 34), 
(11868, 13553, 0, 0, 0, 42), 
(11868, 13554, 0, 0, 0, 50), 
(11868, 13555, 0, 0, 0, 58), 
(11868, 13795, 0, 0, 0, 16), 
(11868, 13809, 0, 0, 0, 28), 
(11868, 13813, 0, 0, 0, 34), 
(11868, 14260, 0, 0, 0, 8), 
(11868, 14261, 0, 0, 0, 16), 
(11868, 14262, 0, 0, 0, 24), 
(11868, 14263, 0, 0, 0, 32), 
(11868, 14264, 0, 0, 0, 40), 
(11868, 14265, 0, 0, 0, 48), 
(11868, 14266, 0, 0, 0, 56), 
(11868, 14267, 0, 0, 0, 38), 
(11868, 14268, 0, 0, 0, 60), 
(11868, 14269, 0, 0, 0, 30), 
(11868, 14270, 0, 0, 0, 44), 
(11868, 14271, 0, 0, 0, 58), 
(11868, 14281, 0, 0, 0, 12), 
(11868, 14282, 0, 0, 0, 20), 
(11868, 14283, 0, 0, 0, 28), 
(11868, 14284, 0, 0, 0, 36), 
(11868, 14285, 0, 0, 0, 44), 
(11868, 14286, 0, 0, 0, 52), 
(11868, 14287, 0, 0, 0, 60), 
(11868, 14288, 0, 0, 0, 30), 
(11868, 14289, 0, 0, 0, 42), 
(11868, 14290, 0, 0, 0, 54), 
(11868, 14294, 0, 0, 0, 50), 
(11868, 14295, 0, 0, 0, 58), 
(11868, 14302, 0, 0, 0, 26), 
(11868, 14303, 0, 0, 0, 36), 
(11868, 14304, 0, 0, 0, 46), 
(11868, 14305, 0, 0, 0, 56), 
(11868, 14310, 0, 0, 0, 40), 
(11868, 14311, 0, 0, 0, 60), 
(11868, 14316, 0, 0, 0, 44), 
(11868, 14317, 0, 0, 0, 54), 
(11868, 14318, 0, 0, 0, 18), 
(11868, 14319, 0, 0, 0, 28), 
(11868, 14320, 0, 0, 0, 38), 
(11868, 14321, 0, 0, 0, 48), 
(11868, 14322, 0, 0, 0, 58), 
(11868, 14323, 0, 0, 0, 22), 
(11868, 14324, 0, 0, 0, 40), 
(11868, 14325, 0, 0, 0, 58), 
(11868, 14326, 0, 0, 0, 30), 
(11868, 14327, 0, 0, 0, 46), 
(11868, 19263, 0, 0, 0, 60), 
(11868, 19801, 0, 0, 0, 60), 
(11868, 19878, 0, 0, 0, 32), 
(11868, 19879, 0, 0, 0, 50), 
(11868, 19880, 0, 0, 0, 26), 
(11868, 19882, 0, 0, 0, 40), 
(11868, 19884, 0, 0, 0, 18), 
(11868, 19885, 0, 0, 0, 24), 
(11868, 20043, 0, 0, 0, 46), 
(11868, 20190, 0, 0, 0, 56), 
(11868, 20736, 0, 0, 0, 12), 
(11868, 20900, 0, 0, 0, 28), 
(11868, 20901, 0, 0, 0, 36), 
(11868, 20902, 0, 0, 0, 44), 
(11868, 20903, 0, 0, 0, 52), 
(11868, 20904, 0, 0, 0, 60), 
(11868, 20909, 0, 0, 0, 42), 
(11868, 20910, 0, 0, 0, 54), 
(11868, 24132, 0, 0, 0, 50), 
(11868, 24133, 0, 0, 0, 60), 
(11868, 25294, 0, 0, 0, 60), 
(11868, 25295, 0, 0, 0, 60), 
(11868, 25296, 0, 0, 0, 60), 
(11868, 27014, 0, 0, 0, 63), 
(11868, 27016, 0, 0, 0, 67), 
(11868, 27019, 0, 0, 0, 69), 
(11868, 27021, 0, 0, 0, 67), 
(11868, 27022, 0, 0, 0, 67), 
(11868, 27023, 0, 0, 0, 65), 
(11868, 27025, 0, 0, 0, 61), 
(11868, 27044, 0, 0, 0, 68), 
(11868, 27045, 0, 0, 0, 68), 
(11868, 27046, 0, 0, 0, 68), 
(11868, 27065, 0, 0, 0, 70), 
(11868, 27067, 0, 0, 0, 66), 
(11868, 27068, 0, 0, 0, 70), 
(11868, 34026, 0, 0, 0, 66), 
(11868, 34074, 0, 0, 0, 20), 
(11868, 34120, 0, 0, 0, 62), 
(11868, 34477, 0, 0, 0, 70), 
(11868, 34600, 0, 0, 0, 68), 
(11868, 36916, 0, 0, 0, 70), 
(11868, 48989, 0, 0, 0, 74), 
(11868, 48990, 0, 0, 0, 80), 
(11868, 48995, 0, 0, 0, 71), 
(11868, 48996, 0, 0, 0, 77), 
(11868, 48998, 0, 0, 0, 72), 
(11868, 48999, 0, 0, 0, 78), 
(11868, 49000, 0, 0, 0, 73), 
(11868, 49001, 0, 0, 0, 79), 
(11868, 49011, 0, 0, 0, 75), 
(11868, 49012, 0, 0, 0, 80), 
(11868, 49044, 0, 0, 0, 73), 
(11868, 49045, 0, 0, 0, 79), 
(11868, 49047, 0, 0, 0, 74), 
(11868, 49048, 0, 0, 0, 80), 
(11868, 49049, 0, 0, 0, 75), 
(11868, 49050, 0, 0, 0, 80), 
(11868, 49051, 0, 0, 0, 71), 
